PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units
RESULT_TYPE,,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING
RESULT_DESCR,,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM
RESULT_UNIT,,,,,,,,MICROMOLAR,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,,TRUE,,,,
RESULT_IS_ACTIVE_CONCENTRATION_QUALIFIER,,,,,,,,,,TRUE,,
1,103172204,60490,CC(C1=CC2=CC=CC=C2S1)N(C(=O)N)O,Active,,,,3,IC50,=,3000,nM
2,103359101,3707,C1=CC=C2C(=C1)C(=C(N2)O)C3=C(C4=CC=CC=C4N3)N=O,Active,,,,8.2,IC50,=,8200,nM
3,103557676,135580426,C1=CC=C2C(=C1)C(=C(N2)C3=C(NC4=C3C=C(C=C4)Br)O)N=O,Active,,,,3.3,IC50,=,3300,nM
4,103566428,448949,C1=CC=C2C(=C1)C(=C(N2)C3=C(NC4=C3C=CC(=C4)Br)O)N=O,Active,,,,1.5,IC50,=,1500,nM
5,103740280,135423792,C1=CC=C2C(=C1)C(=C(N2)C3=C(NC4=C3C=CC=C4Br)O)N=O,Active,,,,3.6,IC50,=,3600,nM
6,242638482,135423791,C1=CC=C2C(=C1)C(=C(N2)C3=C(NC4=C3C=CC=C4Cl)O)N=O,Active,,,,3.1,IC50,=,3100,nM
7,242638483,135423790,C1=CC=C2C(=C1)C(=C(N2)C3=C(NC4=C3C=CC=C4F)O)N=O,Active,,,,3.3,IC50,=,3300,nM
