PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units
RESULT_TYPE,,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING
RESULT_DESCR,,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM
RESULT_UNIT,,,,,,,,MICROMOLAR,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,,TRUE,,,,
RESULT_IS_ACTIVE_CONCENTRATION_QUALIFIER,,,,,,,,,,TRUE,,
1,103221520,5694,CC1=C(C(=CC=C1)NC2=CC(=NC(=N2)SCC(=O)O)Cl)C,Unspecified,,,,53.7,IC50,=,53700,nM
2,103606388,24816385,CCCCCCC(C(=O)O)SC1=NC(=CC(=N1)Cl)NC2=CC=CC(=C2C)C,Active,,,,3.6,IC50,=,3600,nM
3,103606390,16753427,CCCCCCC(C(=O)O)SC1=NC(=CC(=N1)Cl)NC2=CC3=C(C=C2)N=CC=C3,Active,,,,3.5,IC50,=,3500,nM
4,103644917,11978569,CC1=C(C(=CC=C1)NC2=CC(=NC(=N2)SC(C3=CC=CC4=CC=CC=C43)C(=O)O)Cl)C,Active,,,,6.2,IC50,=,6200,nM
5,103644920,25179712,CCCCCCC(C(=O)O)SC1=NC(=CC(=N1)Cl)NC2=CC=C(C=C2)C3=CC=C(C=C3)C#N,Active,,,,1.5,IC50,=,1500,nM
6,103645493,25179516,C1=CC=C(C=C1)CCOC2=CC(=NC(=N2)SCC(=O)O)OCCC3=CC=CC=C3,Active,,,,3.7,IC50,=,3700,nM
7,194138617,72735591,CCCCCCC(C(=O)O)SC1=NC(=CC(=N1)Cl)NC2=NC3=C(S2)CCC4=C3C=CC(=C4)OC,Active,,,,3.7,EC50,=,3700,nM
8,194145545,72735239,CCCCCCC(C(=O)O)SC1=NC(=CC(=N1)Cl)NC2=NC(=CS2)C3=CC4=C(CCCC4)C=C3,Active,,,,4.1,EC50,=,4100,nM
9,194152400,72735237,CCCCCCC(C(=O)O)SC1=NC(=CC(=N1)Cl)NC2=NC(=CS2)C3=C(C=C(C=C3)F)F,Active,,,,3.6,EC50,=,3600,nM
10,194152402,72735418,CCCCCCC(C(=O)O)SC1=NC(=CC(=N1)Cl)NC2=NC(=C(S2)C)C3=CC=C(C=C3)Br,Active,,,,3.8,EC50,=,3800,nM
11,194158981,72735052,CCCCCCC(C(=O)O)SC1=NC(=CC(=N1)Cl)NC2=NC(=CS2)C3=CC=CC=C3,Active,,,,5.7,EC50,=,5700,nM
12,194158982,72735053,CCCCCCC(C(=O)O)SC1=NC(=CC(=N1)Cl)NC2=NC(=CS2)C3=CC=C(C=C3)C,Active,,,,7.2,EC50,=,7200,nM
13,194159341,72735057,CCCCCCC(C(=O)O)SC1=NC(=CC(=N1)Cl)NC2=NC(=CS2)C3=CC(=C(C=C3)F)F,Active,,,,2.9,EC50,=,2900,nM
14,194159342,72735417,CCCCCCC(C(=O)O)SC1=NC(=CC(=N1)Cl)NC2=NC(=C(S2)C)C3=CC=CC=C3,Active,,,,2.3,EC50,=,2300,nM
15,194166340,72734875,CCCCC(C(=O)O)SC1=NC(=CC(=N1)Cl)NC2=NC(=CS2)C3=CC=C(C=C3)Cl,Active,,,,7.6,EC50,=,7600,nM
16,194173171,72735238,CCCCCCC(C(=O)O)SC1=NC(=CC(=N1)Cl)NC2=NC(=CS2)C3=CC=C(C=C3)[N+](=O)[O-],Active,,,,3.4,EC50,=,3400,nM
17,194180061,72734874,CCCCCCC(C(=O)O)SC1=NC(=CC(=N1)Cl)NC2=NC(=CS2)C3=CC=C(C=C3)Cl,Active,,,,6.4,EC50,=,6400,nM
18,194186829,72735056,CCCCCCC(C(=O)O)SC1=NC(=CC(=N1)Cl)NC2=NC(=CS2)C3=CC4=CC=CC=C4C=C3,Active,,,,1.3,EC50,=,1300,nM
19,194186831,72734876,CCC(C(=O)O)SC1=NC(=CC(=N1)Cl)NC2=NC(=CS2)C3=CC=C(C=C3)Cl,Active,,,,3.9,EC50,=,3900,nM
