PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units
RESULT_TYPE,,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING
RESULT_DESCR,,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM
RESULT_UNIT,,,,,,,,MICROMOLAR,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,,TRUE,,,,
RESULT_IS_ACTIVE_CONCENTRATION_QUALIFIER,,,,,,,,,,TRUE,,
1,103181002,2662,CC1=CC=C(C=C1)C2=CC(=NN2C3=CC=C(C=C3)S(=O)(=O)N)C(F)(F)F,Active,,,,0.14,IC50,=,140,nM
2,336889028,127039623,CC(=O)OC1=C(C=C(C=C1)/C=C/C(=O)NCCCSC2=NN(C(=N2)C3=CC=C(C=C3)S(=O)(=O)N)C4=CC=CC=C4)OC(=O)C,Active,,,,0.63,IC50,=,630,nM
3,336889029,127039624,CS(=O)(=O)C1=CC=C(C=C1)C2=NC(=NN2C3=CC=C(C=C3)F)SCCCNC(=O)/C=C/C4=CC(=C(C=C4)O)O,Active,,,,0.12,IC50,=,120,nM
4,336889041,127039634,CC(=O)OC1=C(C=C(C=C1)/C=C/C(=O)OCCSC2=NN(C(=N2)C3=CC=C(C=C3)S(=O)(=O)C)C4=CC=C(C=C4)F)OC(=O)C,Active,,,,0.18,IC50,=,180,nM
5,336889448,127039956,CC(=O)OC1=C(C=C(C=C1)/C=C/C(=O)OCCSC2=NN(C(=N2)C3=CC=C(C=C3)S(=O)(=O)C)C4=CC=C(C=C4)Br)OC,Active,,,,0.29,IC50,=,290,nM
6,336889460,127039969,CC(=O)OC1=C(C=C(C=C1)/C=C/C(=O)OCCSC2=NN(C(=N2)C3=CC=C(C=C3)S(=O)(=O)C)C4=CC=CC=C4)OC(=O)C,Active,,,,0.92,IC50,=,920,nM
7,336889887,127040306,CC(=O)OC1=C(C=C(C=C1)/C=C/C(=O)OCCSC2=NN(C(=N2)C3=CC=C(C=C3)S(=O)(=O)C)C4=CC=C(C=C4)F)OC,Active,,,,0.24,IC50,=,240,nM
8,336889888,127040307,CC1=CC=C(C=C1)N2C(=NC(=N2)SCCOC(=O)/C=C/C3=CC(=C(C=C3)OC(=O)C)OC)C4=CC=C(C=C4)S(=O)(=O)C,Active,,,,0.87,IC50,=,870,nM
9,336889889,127040308,CC(=O)OC1=C(C=C(C=C1)/C=C/C(=O)OCCSC2=NN(C(=N2)C3=CC=C(C=C3)S(=O)(=O)C)C4=CC=CC=C4)OC,Active,,,,0.62,IC50,=,620,nM
10,336889898,127040315,CC(=O)OC1=C(C=C(C=C1)/C=C/C(=O)OCCSC2=NN(C(=N2)C3=CC=C(C=C3)S(=O)(=O)C)C4=CC=C(C=C4)C(F)(F)F)OC(=O)C,Active,,,,0.19,IC50,=,190,nM
11,336889899,127040316,CC(=O)OC1=C(C=C(C=C1)/C=C/C(=O)OCCCSC2=NN(C(=N2)C3=CC=C(C=C3)S(=O)(=O)C)C4=CC=C(C=C4)Br)OC(=O)C,Active,,,,0.29,IC50,=,290,nM
12,336890309,127040632,CC(=O)OC1=C(C=C(C=C1)/C=C/C(=O)OCCSC2=NN(C(=N2)C3=CC=C(C=C3)S(=O)(=O)C)C4=CC=C(C=C4)C(F)(F)F)OC,Active,,,,0.23,IC50,=,230,nM
13,336890310,127040633,COC1=C(C=CC(=C1)/C=C/C(=O)OCCSC2=NN(C(=N2)C3=CC=C(C=C3)S(=O)(=O)C)C4=CC=CC=C4)O,Active,,,,0.58,IC50,=,580,nM
14,336890319,127040638,CC(=O)OC1=C(C=C(C=C1)/C=C/C(=O)OCCSC2=NN(C(=N2)C3=CC=C(C=C3)S(=O)(=O)N)C4=CC=C(C=C4)Br)OC(=O)C,Active,,,,0.31,IC50,=,310,nM
15,336890320,127040639,CC(=O)OC1=C(C=C(C=C1)/C=C/C(=O)OCCSC2=NN(C(=N2)C3=CC=C(C=C3)S(=O)(=O)N)C4=CC=C(C=C4)F)OC(=O)C,Active,,,,0.39,IC50,=,390,nM
16,336890338,127040651,CS(=O)(=O)C1=CC=C(C=C1)C2=NC(=NN2C3=CC=C(C=C3)F)SCCCOC(=O)/C=C/C4=CC(=C(C=C4)O)O,Active,,,,0.18,IC50,=,180,nM
17,336890339,127040652,C1=CC=C(C=C1)N2C(=NC(=N2)SCCOC(=O)/C=C/C3=CC(=C(C=C3)O)O)C4=CC=C(C=C4)S(=O)(=O)N,Active,,,,0.62,IC50,=,620,nM
18,336890754,127040964,CC(=O)OC1=C(C=C(C=C1)/C=C/C(=O)OCCSC2=NN(C(=N2)C3=CC=C(C=C3)S(=O)(=O)N)C4=CC=CC=C4)OC(=O)C,Active,,,,0.85,IC50,=,850,nM
19,336890755,127040965,CC(=O)OC1=C(C=C(C=C1)/C=C/C(=O)OCCCSC2=NN(C(=N2)C3=CC=C(C=C3)S(=O)(=O)N)C4=CC=C(C=C4)F)OC(=O)C,Active,,,,0.36,IC50,=,360,nM
20,336890756,127040966,CC(=O)OC1=C(C=C(C=C1)/C=C/C(=O)OCCCSC2=NN(C(=N2)C3=CC=C(C=C3)S(=O)(=O)N)C4=CC=CC=C4)OC(=O)C,Active,,,,0.91,IC50,=,910,nM
21,336890757,127040967,C1=CC=C(C=C1)N2C(=NC(=N2)SCCCOC(=O)/C=C/C3=CC(=C(C=C3)O)O)C4=CC=C(C=C4)S(=O)(=O)N,Active,,,,0.64,IC50,=,640,nM
22,336890758,127040968,CC(=O)OC1=C(C=C(C=C1)/C=C/C(=O)NCCSC2=NN(C(=N2)C3=CC=C(C=C3)S(=O)(=O)C)C4=CC=C(C=C4)F)OC(=O)C,Active,,,,0.16,IC50,=,160,nM
23,336890759,127040969,CC(=O)OC1=C(C=C(C=C1)/C=C/C(=O)NCCCSC2=NN(C(=N2)C3=CC=C(C=C3)S(=O)(=O)C)C4=CC=C(C=C4)Br)OC(=O)C,Active,,,,0.24,IC50,=,240,nM
24,336891186,127041281,COC1=C(C=CC(=C1)/C=C/C(=O)OCCSC2=NN(C(=N2)C3=CC=C(C=C3)S(=O)(=O)C)C4=CC=C(C=C4)C(F)(F)F)O,Active,,,,0.21,IC50,=,210,nM
25,336891192,127041287,CS(=O)(=O)C1=CC=C(C=C1)C2=NC(=NN2C3=CC=CC=C3)SCCOC(=O)/C=C/C4=CC(=C(C=C4)O)O,Active,,,,0.67,IC50,=,670,nM
26,336891193,127041288,CS(=O)(=O)C1=CC=C(C=C1)C2=NC(=NN2C3=CC=C(C=C3)Br)SCCCOC(=O)/C=C/C4=CC(=C(C=C4)O)O,Active,,,,0.37,IC50,=,370,nM
27,336891204,127041299,CC(=O)OC1=C(C=C(C=C1)/C=C/C(=O)NCCCSC2=NN(C(=N2)C3=CC=C(C=C3)S(=O)(=O)C)C4=CC=C(C=C4)F)OC(=O)C,Active,,,,0.17,IC50,=,170,nM
28,336891205,127041300,CC(=O)OC1=C(C=C(C=C1)/C=C/C(=O)NCCSC2=NN(C(=N2)C3=CC=C(C=C3)S(=O)(=O)N)C4=CC=C(C=C4)Br)OC(=O)C,Active,,,,0.18,IC50,=,180,nM
29,336891606,127041581,CS(=O)(=O)C1=CC=C(C=C1)C2=NC(=NN2C3=CC=C(C=C3)Br)SCCCOC(=O)/C=C/C4=CC=CC=C4,Active,,,,0.42,IC50,=,420,nM
30,336891607,127041582,C1=CC=C(C=C1)/C=C/C(=O)OCCSC2=NN(C(=N2)C3=CC=C(C=C3)S(=O)(=O)N)C4=CC=C(C=C4)Br,Active,,,,0.67,IC50,=,670,nM
