PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units
RESULT_TYPE,,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING
RESULT_DESCR,,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM
RESULT_UNIT,,,,,,,,MICROMOLAR,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,,TRUE,,,,
RESULT_IS_ACTIVE_CONCENTRATION_QUALIFIER,,,,,,,,,,TRUE,,
1,103172204,60490,CC(C1=CC2=CC=CC=C2S1)N(C(=O)N)O,Active,,,,0.518,IC50,=,518,nM
2,103443180,9850828,C1CN(CCN1CCCCOC2=CC=C(C=C2)C#CCCN(C(=O)N)O)C(C3=CC=C(C=C3)F)C4=CC=C(C=C4)F,Active,,,,0.193,IC50,=,193,nM
3,103443181,11376787,CCOC(=O)N(CCC#CC1=CC=C(C=C1)OCCCCN2CCN(CC2)C(C3=CC=C(C=C3)F)C4=CC=C(C=C4)F)O,Active,,,,0.365,IC50,=,365,nM
4,103443182,44389292,CC(C)OC(=O)N(CCC#CC1=CC=C(C=C1)OCCCCN2CCN(CC2)C(C3=CC=C(C=C3)F)C4=CC=C(C=C4)F)O,Active,,,,0.335,IC50,=,335,nM
5,103443183,44389293,COC(=O)N(CCC#CC1=CC=C(C=C1)OCCCCN2CCN(CC2)C(C3=CC=C(C=C3)F)C4=CC=C(C=C4)F)O,Active,,,,0.17,IC50,=,170,nM
6,103443199,44389301,CC(C)COC(=O)N(CCC#CC1=CC=C(C=C1)OCCCCN2CCN(CC2)C(C3=CC=C(C=C3)F)C4=CC=C(C=C4)F)O,Active,,,,0.42,IC50,=,420,nM
7,103443200,44389302,C1CN(CCN1CCCCOC2=CC=C(C=C2)C#CCCN(C(=O)OCC3=CC=CC=C3)O)C(C4=CC=C(C=C4)F)C5=CC=C(C=C5)F,Active,,,,0.35,IC50,=,350,nM
