PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units
RESULT_TYPE,,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING
RESULT_DESCR,,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM
RESULT_UNIT,,,,,,,,MICROMOLAR,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,,TRUE,,,,
RESULT_IS_ACTIVE_CONCENTRATION_QUALIFIER,,,,,,,,,,TRUE,,
1,312390178,56848704,C1CC(C1)(C2=CC=C(C=C2)C3=CN=C(N=C3)N)C4=NOC(=N4)N,Active,,,,0.02,IC50,=,20,nM
2,312390196,68075361,CN1C=C(C=N1)C2=NC(=NO2)C3(CCC3)C4=CC=C(C=C4)C5=CN=C(N=C5)N,Active,,,,0.0019,IC50,=,1.9,nM
3,312390198,68074998,COCCN1C=C(C=N1)C2=NC(=NO2)C3(CCC3)C4=CC=C(C=C4)C5=CN=C(N=C5)N,Active,,,,0.0024,IC50,=,2.4,nM
4,312390279,68075088,CC(C)(CN1C=C(C=N1)C2=NC(=NO2)C3(CCC3)C4=CC=C(C=C4)C5=CN=C(N=C5)N)O,Active,,,,0.0035,IC50,=,3.5,nM
5,318443491,56944031,CN(C)C1=NC(=NO1)C2(CCC2)C3=CN=C(C=C3)C4=CN=C(N=C4)N,Active,,,,0.28,IC50,=,280,nM
6,318443504,56944231,COCCN1C=C(C=N1)C2=NC(=NO2)C3(CCC3)C4=CN=C(C=C4)C5=CN=C(N=C5)N,Active,,,,0.017,IC50,=,17,nM
7,318443506,56944323,CC(C)(CO)N1C=C(C=N1)C2=NC(=NO2)C3(CCC3)C4=CN=C(C=C4)C5=CN=C(N=C5)N,Active,,,,0.033,IC50,=,33,nM
8,318443530,56944712,CC(C)(CN1C=C(C=N1)C2=NC(=NO2)C3(CCC3)C4=CN=C(C=C4)C5=CN=C(N=C5)N)O,Active,,,,0.028,IC50,=,28,nM
9,318443531,56944713,C1CC(C1)(C2=CN=C(C=C2)C3=CN=C(N=C3)N)C4=NOC(=N4)C5=CN(N=C5)C6COC6,Active,,,,0.013,IC50,=,13,nM
10,318443539,56944901,CCN1C=C(C=N1)C2=NC(=NO2)C3(CCC3)C4=CN=C(C=C4)C5=CN=C(N=C5)N,Active,,,,0.0088,IC50,=,8.8,nM
11,318443552,66825947,C1CCN(C1)C2=NC(=NO2)C3(CCC3)C4=CN=C(C=C4)C5=CN=C(N=C5)N,Active,,,,0.092,IC50,=,92,nM
12,318443555,56945090,CC1=CC(=NN1)C2=NC(=NO2)C3(CCC3)C4=CN=C(C=C4)C5=CN=C(N=C5)N,Active,,,,0.0055,IC50,=,5.5,nM
13,318447957,66828259,CN1C=C(C=N1)C2=NC(=NO2)C3(CCC3)C4=CN=C(C=C4)C5=CN=C(N=C5)N,Active,,,,0.013,IC50,=,13,nM
14,318447988,66828300,CC1=CC(=NN1)C2=NC(=NO2)C3(CCC3)C4=NC=C(C=C4)C5=CN=C(N=C5)N,Active,,,,0.043,IC50,=,43,nM
15,318447989,66828295,CN1C=C(C=N1)C2=NC(=NO2)C3(CCC3)C4=NC=C(C=C4)C5=CN=C(N=C5)N,Active,,,,0.081,IC50,=,81,nM
16,318447997,66828211,CC(C)(C)N(C)C(=O)CN1C=C(C=N1)C2=NC(=NO2)C3(CCC3)C4=CN=C(C=C4)C5=CN=C(N=C5)N,Active,,,,0.014,IC50,=,14,nM
17,318447998,66828210,CC(C)(C)NC(=O)CN1C=C(C=N1)C2=NC(=NO2)C3(CCC3)C4=CN=C(C=C4)C5=CN=C(N=C5)N,Active,,,,0.014,IC50,=,14,nM
18,318448004,66824690,CC(C)(C#N)N1C=C(C=N1)C2=NC(=NO2)C3(CCC3)C4=CN=C(C=C4)C5=CN=C(N=C5)N,Active,,,,0.018,IC50,=,18,nM
19,318448007,66825847,C1CC(C1)(C2=CN=C(C=C2)C3=CN=C(N=C3)N)C4=NOC(=N4)N5CCC(CC5)O,Active,,,,0.173,IC50,=,173,nM
20,381837126,137631796,C[C@@](C1CC1)(C2=CC=C(C=C2)C3=CN=C(N=C3)N)C4=NOC(=N4)N5CCN(CC5)CC(C)(C)O,Active,,,,0.053,IC50,=,53,nM
21,381838167,56849429,C1CC(C1)(C2=CC=C(C=C2)C3=CN=C(N=C3)N)C4=NOC(=N4)N5CC[C@@H](C5)O,Active,,,,0.036,IC50,=,36,nM
22,381839406,56952460,CC(C)[C@](C)(C1=CN=C(C=C1)C2=CN=C(N=C2)N)C3=NOC(=N3)C4=CN(N=C4)CC#N,Active,,,,0.023,IC50,=,23,nM
23,381840909,137634303,C1CC(OC1)CN2CCN(CC2)C3=NC(=NO3)C4(CCC4)C5=CC=C(C=C5)C6=CN=C(N=C6)N,Active,,,,0.092,IC50,=,92,nM
24,381844915,137636980,C[C@@](C1CC1)(C2=CC=C(C=C2)C3=CN=C(N=C3)N)C4=NOC(=N4)N5CCN(CC5)C(=O)N(C)C,Active,,,,0.012,IC50,=,12,nM
25,381846377,56952040,CC(C)[C@](C)(C1=CN=C(C=C1)C2=CN=C(N=C2)N)C3=NOC(=N3)C4=CN(N=C4)CC(=O)N(C)C,Active,,,,0.054,IC50,=,54,nM
26,381846803,56848512,C1CC(C1)(C2=CC=C(C=C2)C3=CN=C(N=C3)N)C4=NOC(=N4)C5=CN(N=C5)C6COC6,Active,,,,0.0019,IC50,=,1.9,nM
27,381847517,56952957,C[C@@](C1CC1)(C2=CN=C(C=C2)C3=CN=C(N=C3)N)C4=NOC(=N4)C5=CN(N=C5)CC(=O)N(C)C,Active,,,,0.0029,IC50,=,2.9,nM
28,381849292,56952955,CC(C)[C@](C)(C1=CN=C(C=C1)C2=CN=C(N=C2)N)C3=NOC(=N3)C4=CN(N=C4)CC(C)(C)O,Active,,,,0.013,IC50,=,13,nM
29,381849395,137639989,C1CC(C1)(C2=CC=C(C=C2)C3=CN=C(N=C3)N)C4=NOC(=N4)N5CCC(CC5)CO,Active,,,,0.046,IC50,=,46,nM
30,381850135,68075206,C1CCN(CC1)C2=NC(=NO2)C3(CCC3)C4=CC=C(C=C4)C5=CN=C(N=C5)N,Active,,,,0.0065,IC50,=,6.5,nM
31,381852167,56952861,C[C@@](C1CC1)(C2=CN=C(C=C2)C3=CN=C(N=C3)N)C4=NOC(=N4)C5=CN(N=C5)C6COC6,Active,,,,0.0015,IC50,=,1.5,nM
32,381852854,56848995,CC(C)(C)N(C)C(=O)CN1C=C(C=N1)C2=NC(=NO2)C3(CCC3)C4=CC=C(C=C4)C5=CN=C(N=C5)N,Active,,,,0.001,IC50,=,1,nM
33,381852973,137642383,C1CC(C1)(C2=CN=C(C=C2)C3=CN=C(N=C3)N)C4=NOC(=N4)C5=CN(N=C5)CCC#N,Active,,,,0.011,IC50,=,11,nM
34,381853474,137642724,CC1(CN(C1)C2=NC(=NO2)[C@](C)(C3CC3)C4=CC=C(C=C4)C5=CN=C(N=C5)N)O,Active,,,,0.016,IC50,=,16,nM
35,381853523,137642758,C1CC(C1)(C2=CC=C(C=C2)C3=CN=C(N=C3)N)C4=NOC(=N4)N5CC(C5)O,Active,,,,0.16,IC50,=,160,nM
36,381858624,68049924,C[C@@](C1CC1)(C2=CC=C(C=C2)C3=CN=C(N=C3)N)C4=NOC(=N4)N5CCC(CC5)O,Active,,,,0.0052,IC50,=,5.2,nM
37,381858803,66780087,CN(C)C1=NC(=NO1)C2(CCC2)C3=CC=C(C=C3)C4=CN=C(N=C4)N,Active,,,,0.021,IC50,=,21,nM
38,381860658,137647618,C1CC(C1)(C2=CC=C(C=C2)C3=CN=C(N=C3)N)C4=NOC(=N4)C5=CN(N=C5)CCC#N,Active,,,,0.001,IC50,=,1,nM
39,381862011,66828416,C[C@@](C1CC1)(C2=CN=C(C=C2)C3=CN=C(N=C3)N)C4=NOC(=N4)C5=CN(N=C5)C,Active,,,,0.003,IC50,=,3,nM
40,381862381,68049858,CC(C)[C@](C)(C1=CC=C(C=C1)C2=CN=C(N=C2)N)C3=NOC(=N3)N4CCC(CC4)(C)O,Active,,,,0.0031,IC50,=,3.1,nM
41,381867439,56952953,CC(C)[C@](C)(C1=CN=C(C=C1)C2=CN=C(N=C2)N)C3=NOC(=N3)C4=CN(N=C4)C,Active,,,,0.016,IC50,=,16,nM
42,381867736,137652384,CC1(CCN(CC1)C2=NC(=NO2)C3(CCC3)C4=CC=C(C=C4)C5=CN=C(N=C5)N)O,Active,,,,0.017,IC50,=,17,nM
43,381868291,66780249,CC(C)(C)NC(=O)CN1C=C(C=N1)C2=NC(=NO2)C3(CCC3)C4=CC=C(C=C4)C5=CN=C(N=C5)N,Active,,,,0.0037,IC50,=,3.7,nM
44,381869220,137653372,C[C@@](C1CC1)(C2=CC=C(C=C2)C3=CN=C(N=C3)N)C4=NOC(=N4)N(C)C5=CN(N=C5)C,Active,,,,0.029,IC50,=,29,nM
45,381869397,68183009,C1CC(C1)(C2=CC=C(C=C2)C3=CN=C(N=C3)N)C4=NOC(=N4)N5CCNCC5,Active,,,,0.324,IC50,=,324,nM
46,381870559,56848641,CC1=CC(=NN1)C2=NC(=NO2)C3(CCC3)C4=CC=C(C=C4)C5=CN=C(N=C5)N,Active,,,,0.0024,IC50,=,2.4,nM
